policy,net_apy_pct,sharpe,sortino,calmar,information_ratio_vs_benchmark,max_drawdown_pct,max_drawdown_duration_days,time_to_recovery_days,cvar_95_pct,cvar_99_pct,skew,kurtosis_excess,final_equity_usd
b1_always_aave,3.2304459847099176,29.33982841819959,inf,inf,0.0,0.0,0,0.0,0.004629071531928966,0.0044213536845472134,3.2078861330627717,10.661989578604565,1010587.7032567179
b2_always_compound,0.0,0.0,inf,inf,-29.33982841819959,0.0,0,0.0,0.0,0.0,,,1000000.0
b3_greedy_spot,3.4387288708122243,10.67673510183732,3.249260417388822,23.859249862722024,0.5857016115763168,-0.14412560707471928,7,6.0,-0.030240796106182726,-0.07877986168469686,-6.321773749591619,58.3551233738144,1011295.3628964951
b4_mcdm_ema,4.371758258836933,29.196378000316074,inf,inf,8.573205704074608,0.0,0,0.0,0.0026026620454847977,0.0006048080939291545,2.512140936173301,7.073995209950931,1014247.479130091
t1_threshold,4.558019117952616,36.0894755013689,inf,inf,9.944213845998734,0.0,0,0.0,0.005600672574579413,0.0034031308399185,3.060162676218942,11.759952656583268,1014880.0837609243
t2_optimal_stopping,4.54661420342326,29.81287126743831,216.67668883863152,2967.9993346648903,9.660553915159687,-0.00153187844428429,2,1.0,0.0011278754284841743,-0.0007677656602311789,2.15391360511356,5.844046771899659,1014843.6877573499
t3_hazard,4.558019117952616,36.0894755013689,inf,inf,9.944213845998734,0.0,0,0.0,0.005600672574579413,0.0034031308399185,3.060162676218942,11.759952656583268,1014880.0837609243
