window_id,spark_apy_pct,n_hours
W1,12.540644611588991,2208
W2,4.173109603094494,2136
W3,4.8467964908370575,2208
W4,4.850161185239132,2208
W5,3.8936994086961496,2208
W6,3.796543631500038,2134
