window_id,window_start,window_end,policy,n_blocks,net_apy_pct,sharpe,sortino,max_drawdown_pct,n_rebalances
W1,2026-02-01,2026-04-30,t1_threshold,640799,5146.971331169169,77.1445362624177,inf,0.0,22
