window_id,window_start,window_end,policy,n_blocks,net_apy_pct,sharpe,sortino,max_drawdown_pct,n_rebalances
W1,2026-02-01,2026-04-30,t1_threshold,640799,5.133120918315415,31.201340460600058,inf,0.0,31
W1,2026-02-01,2026-04-30,b1_always_aave,640799,3.096598383429039,24.2246010039926,inf,0.0,1
