window_id,window_start,window_end,policy,n_blocks,net_apy_pct,sharpe,sortino,max_drawdown_pct,n_rebalances
W1,2025-08-01,2025-11-01,b1_always_aave,662400,4.255565800010475,178.87304064723892,inf,0.0,1
W1,2025-08-01,2025-11-01,t1_threshold,662400,6.55827064407144,48.038251763375065,inf,0.0,32
