window_id,t1_apy_pct,t3_apy_pct,delta_bp,t1_rebal,t3_rebal
W1,15.242209169731469,15.309698096768475,6.748892703700626,218,224
W2,5.49723801286135,5.625447058506361,12.820904564501134,32,34
W3,7.160889529544701,7.136655799535929,-2.423373000877138,38,45
W4,6.565669236882354,6.568335017160276,0.26657802779217477,31,21
W5,5.164884322270336,5.169387027440853,0.4502705170517096,34,41
W6,5.140666635539715,5.383855876859123,24.31892413194081,30,47
