,date,lending_rate,borrowing_rate
46,2026-04-22 02:00:00+00:00,1.4990177240676036e-05,1.6805468280040022e-05
47,2026-04-22 06:00:00+00:00,1.481039708547977e-05,1.6585455407273623e-05
48,2026-04-22 10:00:00+00:00,1.5606782702035413e-05,1.7469081485183616e-05
49,2026-04-22 14:00:00+00:00,1.540996234873776e-05,1.725175557460739e-05
50,2026-04-22 18:00:00+00:00,1.4923158310457299e-05,1.674857054746745e-05
51,2026-04-22 22:00:00+00:00,1.4752756937884642e-05,1.6524780101304575e-05
52,2026-04-23 02:00:00+00:00,1.557913565405729e-05,1.7444772255470693e-05
53,2026-04-23 06:00:00+00:00,1.201770730065669e-05,1.3651807833303893e-05
54,2026-04-23 10:00:00+00:00,1.2007230326322385e-05,1.3729651116570293e-05
55,2026-04-23 14:00:00+00:00,1.3307018324409842e-05,1.5087392043612033e-05
56,2026-04-23 18:00:00+00:00,1.4851691715536819e-05,1.6712580111061898e-05
57,2026-04-23 22:00:00+00:00,1.4143924927869775e-05,1.5914808397915734e-05
58,2026-04-24 02:00:00+00:00,1.3654906024785312e-05,1.545909663161203e-05
59,2026-04-24 06:00:00+00:00,1.2145824376044812e-05,1.3879116643350595e-05
60,2026-04-24 10:00:00+00:00,1.0350196418689162e-05,1.195365242393623e-05
61,2026-04-24 14:00:00+00:00,9.27988096802494e-06,1.0785758910113095e-05
62,2026-04-24 18:00:00+00:00,8.60142489427456e-06,1.006527427705025e-05
63,2026-04-24 22:00:00+00:00,8.197421680834806e-06,9.596237527492086e-06
64,2026-04-25 02:00:00+00:00,9.010452994404788e-06,1.0548756176239122e-05
65,2026-04-25 06:00:00+00:00,8.674672223541434e-06,1.0152373492101606e-05
66,2026-04-25 10:00:00+00:00,7.0227278360410695e-06,8.282237141786966e-06
67,2026-04-25 14:00:00+00:00,6.871596686635374e-06,8.148398564502886e-06
68,2026-04-25 18:00:00+00:00,6.9155885683004506e-06,8.176838861174267e-06
69,2026-04-25 22:00:00+00:00,6.875638852646047e-06,8.146763020008512e-06
70,2026-04-26 02:00:00+00:00,6.403342911490478e-06,7.5763958981219365e-06
71,2026-04-26 06:00:00+00:00,7.73171259930537e-06,9.15211795124066e-06
72,2026-04-26 10:00:00+00:00,6.735926901249871e-06,7.996146309519946e-06
73,2026-04-26 14:00:00+00:00,6.103553061410323e-06,7.246262886171649e-06
74,2026-04-26 18:00:00+00:00,6.242685915662144e-06,7.436284133614647e-06
75,2026-04-26 22:00:00+00:00,6.100529426337286e-06,7.2783002991460325e-06
76,2026-04-27 02:00:00+00:00,5.722117075242022e-06,6.826382579199912e-06
77,2026-04-27 06:00:00+00:00,5.957044556058629e-06,7.102172593357179e-06
78,2026-04-27 10:00:00+00:00,5.098341500812369e-06,6.1165906390111135e-06
79,2026-04-27 14:00:00+00:00,5.195383055784995e-06,6.231877312692462e-06
80,2026-04-27 18:00:00+00:00,5.098532886188507e-06,6.120182997740433e-06
81,2026-04-27 22:00:00+00:00,5.8785935854478905e-06,7.0042657136715595e-06
82,2026-04-28 02:00:00+00:00,7.0036151525130174e-06,8.286369979109774e-06
83,2026-04-28 06:00:00+00:00,6.6365329863796985e-06,7.8860477738716e-06
84,2026-04-28 10:00:00+00:00,5.51946598416743e-06,6.589826590683069e-06
85,2026-04-28 14:00:00+00:00,5.601943285662792e-06,6.7007522509322644e-06
86,2026-04-28 18:00:00+00:00,5.855404500933824e-06,7.00798584404921e-06
87,2026-04-28 22:00:00+00:00,4.93099283119614e-06,5.912053108985753e-06
88,2026-04-29 02:00:00+00:00,4.763453930428043e-06,5.75108640881517e-06
89,2026-04-29 06:00:00+00:00,3.7295812422819694e-06,4.558341459845011e-06
90,2026-04-29 10:00:00+00:00,4.595765306336955e-06,5.544354350231773e-06
91,2026-04-29 14:00:00+00:00,4.510419296950128e-06,5.4345272672963405e-06
92,2026-04-29 18:00:00+00:00,4.674025261670512e-06,5.629106559001481e-06
93,2026-04-29 22:00:00+00:00,4.1498472804406435e-06,5.020896969683472e-06
