,date,lending_rate,borrowing_rate
336,2026-04-16 00:00:00+00:00,2.7533727078947806e-06,4.0183960386768875e-06
337,2026-04-17 00:00:00+00:00,2.7221922401305873e-06,3.8853320832677635e-06
338,2026-04-18 00:00:00+00:00,2.8925833683637573e-06,4.090419197648368e-06
339,2026-04-19 00:00:00+00:00,3.067806623581186e-06,4.410127429223504e-06
340,2026-04-20 00:00:00+00:00,7.107102707381458e-06,8.32067186029909e-06
341,2026-04-21 00:00:00+00:00,1.3923335220755597e-05,1.5581954913232646e-05
342,2026-04-22 00:00:00+00:00,1.5211386225725402e-05,1.7051331856458203e-05
343,2026-04-23 00:00:00+00:00,1.571516637915331e-05,1.7609406774583903e-05
344,2026-04-24 00:00:00+00:00,1.3924238945605212e-05,1.5677375563586902e-05
345,2026-04-25 00:00:00+00:00,1.2211163659112548e-05,1.390217612435443e-05
346,2026-04-26 00:00:00+00:00,8.713927809978375e-06,1.0209110924780949e-05
347,2026-04-27 00:00:00+00:00,6.945193046398393e-06,8.229560275403868e-06
348,2026-04-28 00:00:00+00:00,6.1295596169212286e-06,7.318563357804201e-06
349,2026-04-29 00:00:00+00:00,5.670207491483366e-06,6.757685390796864e-06
350,2026-04-30 00:00:00+00:00,4.487317430778885e-06,5.402851083376685e-06
