,date,lending_rate,borrowing_rate
101,2025-08-24 00:00:00+00:00,5.172138892011633e-06,6.661310141145933e-06
102,2025-08-25 00:00:00+00:00,6.112776192311449e-06,7.953880754946282e-06
103,2025-08-26 00:00:00+00:00,5.162550782860314e-06,6.698765632790805e-06
104,2025-08-27 00:00:00+00:00,5.365531408341175e-06,7.140253190833735e-06
105,2025-08-28 00:00:00+00:00,5.151500164268075e-06,6.962417145566506e-06
106,2025-08-29 00:00:00+00:00,4.735155202790714e-06,6.485758065116103e-06
107,2025-08-30 00:00:00+00:00,4.826345249619815e-06,6.712171871144482e-06
108,2025-08-31 00:00:00+00:00,4.466548006072239e-06,6.28407808427741e-06
109,2025-09-01 00:00:00+00:00,4.87991979651192e-06,6.863403872441804e-06
110,2025-09-02 00:00:00+00:00,4.783549117889988e-06,6.741807765101352e-06
111,2025-09-03 00:00:00+00:00,5.104725449995505e-06,7.17786057359201e-06
112,2025-09-04 00:00:00+00:00,4.405142968149355e-06,6.152835758671549e-06
113,2025-09-05 00:00:00+00:00,4.822198503915409e-06,6.626357155498359e-06
114,2025-09-06 00:00:00+00:00,5.141476916655204e-06,6.942118199544614e-06
115,2025-09-07 00:00:00+00:00,5.051749636616225e-06,6.86520781972899e-06
116,2025-09-08 00:00:00+00:00,5.002420974675688e-06,6.806382605334821e-06
117,2025-09-09 00:00:00+00:00,4.892630045389017e-06,6.646940352397063e-06
118,2025-09-10 00:00:00+00:00,5.395406581263745e-06,7.23457966160469e-06
119,2025-09-11 00:00:00+00:00,5.168499524938534e-06,6.744184979001364e-06
120,2025-09-12 00:00:00+00:00,5.9196448088076645e-06,7.551832763854099e-06
121,2025-09-13 00:00:00+00:00,5.89620179746949e-06,7.562154927163263e-06
122,2025-09-14 00:00:00+00:00,5.0333155479095824e-06,6.556605428443817e-06
123,2025-09-15 00:00:00+00:00,5.285219690320467e-06,7.108641993408497e-06
124,2025-09-16 00:00:00+00:00,5.070869793583544e-06,6.805444962236563e-06
125,2025-09-17 00:00:00+00:00,5.626476192349758e-06,7.443313916587684e-06
126,2025-09-18 00:00:00+00:00,5.258038385654842e-06,6.9358532928556154e-06
127,2025-09-19 00:00:00+00:00,5.71184491970085e-06,7.204542609403576e-06
128,2025-09-20 00:00:00+00:00,6.102789935906365e-06,7.578360482964792e-06
129,2025-09-21 00:00:00+00:00,6.073087911246576e-06,7.496485461881901e-06
130,2025-09-22 00:00:00+00:00,6.1363927916025174e-06,7.664405940476849e-06
131,2025-09-23 00:00:00+00:00,5.400208588114692e-06,6.832387042632153e-06
132,2025-09-24 00:00:00+00:00,6.096744333741945e-06,7.720810594543872e-06
133,2025-09-25 00:00:00+00:00,5.3242304077416464e-06,7.001775261224613e-06
134,2025-09-26 00:00:00+00:00,5.173007136632592e-06,6.953015420907129e-06
135,2025-09-27 00:00:00+00:00,4.6137674907742e-06,6.394048315540216e-06
136,2025-09-28 00:00:00+00:00,4.819462827052305e-06,6.859452987314711e-06
137,2025-09-29 00:00:00+00:00,4.653316749333718e-06,6.682326870627219e-06
138,2025-09-30 00:00:00+00:00,4.346602008375835e-06,6.2790189251290636e-06
139,2025-10-01 00:00:00+00:00,4.331770121026115e-06,6.298095714003128e-06
140,2025-10-02 00:00:00+00:00,4.7439970926116966e-06,6.748961880798383e-06
141,2025-10-03 00:00:00+00:00,4.4877712455297025e-06,6.342806476054461e-06
142,2025-10-04 00:00:00+00:00,4.545808974145059e-06,6.524365856009671e-06
143,2025-10-05 00:00:00+00:00,4.244489297984025e-06,6.275684696023415e-06
144,2025-10-06 00:00:00+00:00,4.060697435301252e-06,6.013476469239457e-06
145,2025-10-07 00:00:00+00:00,4.776031515268601e-06,7.001811568035704e-06
146,2025-10-08 00:00:00+00:00,4.098913468629801e-06,6.014882838435934e-06
147,2025-10-09 00:00:00+00:00,4.3496766637999e-06,6.305722918797763e-06
148,2025-10-10 00:00:00+00:00,4.390577538247062e-06,6.374269284527516e-06
149,2025-10-11 00:00:00+00:00,5.176128270369651e-06,7.463273380820537e-06
150,2025-10-12 00:00:00+00:00,4.543758225700794e-06,5.929889608768019e-06
151,2025-10-13 00:00:00+00:00,5.059974958166554e-06,7.258932327278696e-06
152,2025-10-14 00:00:00+00:00,4.085053773740835e-06,6.0852255422920225e-06
153,2025-10-15 00:00:00+00:00,4.334593965910615e-06,6.3893089885943266e-06
154,2025-10-16 00:00:00+00:00,4.264061641858581e-06,6.268361502615595e-06
155,2025-10-17 00:00:00+00:00,4.350605999321835e-06,6.357347949001836e-06
156,2025-10-18 00:00:00+00:00,4.133727755024373e-06,6.027184314128897e-06
157,2025-10-19 00:00:00+00:00,4.220128998975105e-06,6.295044205022894e-06
158,2025-10-20 00:00:00+00:00,4.337475084742847e-06,6.480889433652429e-06
159,2025-10-21 00:00:00+00:00,4.259160985543927e-06,6.1443494524755734e-06
160,2025-10-22 00:00:00+00:00,4.170456418858826e-06,6.394287878571413e-06
161,2025-10-23 00:00:00+00:00,4.3596074012564805e-06,6.3149819966654545e-06
162,2025-10-24 00:00:00+00:00,4.397039051067752e-06,6.343027627523515e-06
163,2025-10-25 00:00:00+00:00,4.425871330911371e-06,6.343692379218219e-06
164,2025-10-26 00:00:00+00:00,4.314719039554947e-06,6.17611249729863e-06
165,2025-10-27 00:00:00+00:00,4.452587374362451e-06,6.38815109620217e-06
166,2025-10-28 00:00:00+00:00,3.7616472016386312e-06,5.384649232346067e-06
167,2025-10-29 00:00:00+00:00,4.504822011179198e-06,6.462900882577683e-06
168,2025-10-30 00:00:00+00:00,4.221825005763922e-06,5.99935745833257e-06
169,2025-10-31 00:00:00+00:00,4.219082107536636e-06,6.003218325194185e-06
170,2025-11-01 00:00:00+00:00,4.047825756003409e-06,5.729551719863968e-06
171,2025-11-02 00:00:00+00:00,4.255869069209321e-06,5.951730590951847e-06
172,2025-11-03 00:00:00+00:00,4.816701294341768e-06,6.580196569529094e-06
173,2025-11-04 00:00:00+00:00,4.543822260160924e-06,6.305081322842392e-06
174,2025-11-05 00:00:00+00:00,4.718523748648436e-06,6.5517364046353296e-06
175,2025-11-06 00:00:00+00:00,4.362044682866074e-06,5.6100906513289494e-06
176,2025-11-07 00:00:00+00:00,5.709814053737165e-06,7.267280888439679e-06
177,2025-11-08 00:00:00+00:00,5.415483045401591e-06,6.7437525455767446e-06
178,2025-11-09 00:00:00+00:00,7.133948371434808e-06,8.570566624678626e-06
179,2025-11-10 00:00:00+00:00,7.3532256696853394e-06,8.862950339057019e-06
180,2025-11-11 00:00:00+00:00,5.447947414778187e-06,6.623119373261031e-06
181,2025-11-12 00:00:00+00:00,5.708320847275709e-06,7.194471336339838e-06
182,2025-11-13 00:00:00+00:00,5.043150784582621e-06,6.535393845754677e-06
183,2025-11-14 00:00:00+00:00,5.365855267555298e-06,6.9538987436664496e-06
184,2025-11-15 00:00:00+00:00,4.662329179963701e-06,6.082806527596652e-06
185,2025-11-16 00:00:00+00:00,4.691605508193733e-06,6.174963969730048e-06
186,2025-11-17 00:00:00+00:00,5.737987341739437e-06,7.6028449706806805e-06
187,2025-11-18 00:00:00+00:00,4.732405565361675e-06,6.20247423676359e-06
188,2025-11-19 00:00:00+00:00,4.351893748751556e-06,5.65722609531482e-06
189,2025-11-20 00:00:00+00:00,5.691497549396031e-06,7.5030612923323046e-06
190,2025-11-21 00:00:00+00:00,4.705198390259175e-06,6.31161638710271e-06
191,2025-11-22 00:00:00+00:00,4.0706799012700626e-06,5.546539998080989e-06
192,2025-11-23 00:00:00+00:00,4.375390506959058e-06,6.132950650200839e-06
193,2025-11-24 00:00:00+00:00,4.699608911232497e-06,6.367193924753451e-06
194,2025-11-25 00:00:00+00:00,4.9979076593967985e-06,6.767060191073067e-06
195,2025-11-26 00:00:00+00:00,4.496395177999709e-06,6.122093109410305e-06
196,2025-11-27 00:00:00+00:00,4.698308077461645e-06,6.445409215628363e-06
197,2025-11-28 00:00:00+00:00,3.749030311680129e-06,5.2117033100702766e-06
198,2025-11-29 00:00:00+00:00,4.184653432169386e-06,5.912682743544698e-06
199,2025-11-30 00:00:00+00:00,3.6188123729084076e-06,5.204424984602431e-06
200,2025-12-01 00:00:00+00:00,4.1078564804616065e-06,5.723876568425305e-06
201,2025-12-02 00:00:00+00:00,3.7935596409423277e-06,5.295892615338808e-06
202,2025-12-03 00:00:00+00:00,4.3426327637950074e-06,6.099725026491884e-06
203,2025-12-04 00:00:00+00:00,3.6457341019470506e-06,5.154762095982987e-06
204,2025-12-05 00:00:00+00:00,3.824621923144679e-06,5.417336358740139e-06
205,2025-12-06 00:00:00+00:00,4.143723206111937e-06,5.8717782262227636e-06
206,2025-12-07 00:00:00+00:00,3.68144699894859e-06,5.252303552867042e-06
207,2025-12-08 00:00:00+00:00,4.065679378634893e-06,5.8117887708964655e-06
208,2025-12-09 00:00:00+00:00,3.66559300257364e-06,5.188391311489209e-06
209,2025-12-10 00:00:00+00:00,4.096341627764713e-06,5.85156340525013e-06
210,2025-12-11 00:00:00+00:00,3.6796564874051354e-06,5.232095330359344e-06
211,2025-12-12 00:00:00+00:00,3.878178322907984e-06,5.425961708409458e-06
212,2025-12-13 00:00:00+00:00,4.371393151900006e-06,5.998742175819989e-06
213,2025-12-14 00:00:00+00:00,3.931822759986217e-06,5.431734429094868e-06
214,2025-12-15 00:00:00+00:00,4.244900685040193e-06,5.929598616373644e-06
215,2025-12-16 00:00:00+00:00,3.995694610699265e-06,5.603537588779641e-06
216,2025-12-17 00:00:00+00:00,3.7217141545995267e-06,5.1752385448558074e-06
217,2025-12-18 00:00:00+00:00,4.403429576619818e-06,6.127934692035939e-06
218,2025-12-19 00:00:00+00:00,3.875287461559845e-06,5.427943356332319e-06
219,2025-12-20 00:00:00+00:00,3.525741733666119e-06,5.012567908217073e-06
220,2025-12-21 00:00:00+00:00,3.7920428654166985e-06,5.527836239391055e-06
221,2025-12-22 00:00:00+00:00,3.6665896226835946e-06,5.452962399761895e-06
222,2025-12-23 00:00:00+00:00,3.4694063736159644e-06,5.172752594260605e-06
223,2025-12-24 00:00:00+00:00,3.4539018258739684e-06,5.116109577791644e-06
224,2025-12-25 00:00:00+00:00,3.5129474174131355e-06,5.197789594975626e-06
225,2025-12-26 00:00:00+00:00,3.7606575536168927e-06,5.553259570832871e-06
226,2025-12-27 00:00:00+00:00,3.507829205336404e-06,5.105449119173095e-06
227,2025-12-28 00:00:00+00:00,3.7483186230960117e-06,5.500367514040983e-06
228,2025-12-29 00:00:00+00:00,3.6889623105728937e-06,5.437440838926307e-06
229,2025-12-30 00:00:00+00:00,3.409493423970413e-06,5.057800457502684e-06
230,2025-12-31 00:00:00+00:00,3.6357635270410056e-06,5.41212832681106e-06
231,2026-01-01 00:00:00+00:00,3.500018408108228e-06,5.1369980908901424e-06
232,2026-01-02 00:00:00+00:00,4.296172946214273e-06,6.024927670388944e-06
233,2026-01-03 00:00:00+00:00,4.1311922041828825e-06,5.673801433296388e-06
234,2026-01-04 00:00:00+00:00,3.813906175432207e-06,5.2381815340908335e-06
235,2026-01-05 00:00:00+00:00,3.980883058528428e-06,5.495612047251947e-06
236,2026-01-06 00:00:00+00:00,4.363632775896402e-06,6.0195620733742e-06
237,2026-01-07 00:00:00+00:00,3.8028181485740156e-06,5.223555097996561e-06
238,2026-01-08 00:00:00+00:00,3.887193964527259e-06,5.265734011220765e-06
239,2026-01-09 00:00:00+00:00,3.962066938210465e-06,5.308342061316526e-06
240,2026-01-10 00:00:00+00:00,3.919433379095149e-06,5.218426407986526e-06
241,2026-01-11 00:00:00+00:00,4.1168686753165315e-06,5.461195901988685e-06
242,2026-01-12 00:00:00+00:00,4.146461854075995e-06,5.503166910175273e-06
243,2026-01-13 00:00:00+00:00,3.89679114557995e-06,5.157261161577503e-06
244,2026-01-14 00:00:00+00:00,4.4532753211496275e-06,5.843770070948473e-06
245,2026-01-15 00:00:00+00:00,3.974351835095614e-06,5.169699806096215e-06
246,2026-01-16 00:00:00+00:00,3.895006567203737e-06,5.116178390651939e-06
247,2026-01-17 00:00:00+00:00,4.119884134036496e-06,5.504280401237462e-06
248,2026-01-18 00:00:00+00:00,3.917305557807724e-06,5.264831576310305e-06
249,2026-01-19 00:00:00+00:00,4.149037915550351e-06,5.562408184789461e-06
250,2026-01-20 00:00:00+00:00,3.4433744705950642e-06,4.625675578411871e-06
251,2026-01-21 00:00:00+00:00,4.311088885665158e-06,5.825450539587355e-06
252,2026-01-22 00:00:00+00:00,4.032762972255089e-06,5.2737095652803085e-06
253,2026-01-23 00:00:00+00:00,4.460938828735642e-06,5.61038296282087e-06
254,2026-01-24 00:00:00+00:00,4.3643653499041285e-06,5.5401177007585645e-06
255,2026-01-25 00:00:00+00:00,4.286132739330911e-06,5.453181526013513e-06
256,2026-01-26 00:00:00+00:00,5.003590654420024e-06,6.33477884316438e-06
257,2026-01-27 00:00:00+00:00,3.968936601536352e-06,5.027952412059123e-06
258,2026-01-28 00:00:00+00:00,4.7113797441891735e-06,5.828939569514501e-06
259,2026-01-29 00:00:00+00:00,4.503386753454143e-06,5.561938635237759e-06
260,2026-01-30 00:00:00+00:00,4.986129892296571e-06,6.130333687980764e-06
261,2026-01-31 00:00:00+00:00,5.28824688451724e-06,6.363428618331062e-06
262,2026-02-01 00:00:00+00:00,5.7325014333119734e-06,7.090136304605524e-06
263,2026-02-02 00:00:00+00:00,3.835433931066341e-06,4.8344962309349085e-06
264,2026-02-03 00:00:00+00:00,3.7420945446831416e-06,4.775684652019138e-06
265,2026-02-04 00:00:00+00:00,5.061155949009856e-06,6.609136570973442e-06
266,2026-02-05 00:00:00+00:00,3.946482993854083e-06,5.27342267620738e-06
267,2026-02-06 00:00:00+00:00,3.564012277246365e-06,5.024761528658086e-06
268,2026-02-07 00:00:00+00:00,2.7965908452608114e-06,4.024316929554783e-06
269,2026-02-08 00:00:00+00:00,3.2929502571504317e-06,4.915911629321414e-06
270,2026-02-09 00:00:00+00:00,2.942340486826764e-06,4.716877620017522e-06
271,2026-02-10 00:00:00+00:00,2.7162218062994054e-06,4.425280739168048e-06
272,2026-02-11 00:00:00+00:00,2.467152087830121e-06,4.086822781760799e-06
273,2026-02-12 00:00:00+00:00,2.7474162658136007e-06,4.437427904933955e-06
274,2026-02-13 00:00:00+00:00,2.707508203517275e-06,4.374451353175534e-06
275,2026-02-14 00:00:00+00:00,2.799522776844144e-06,4.540634199241841e-06
276,2026-02-15 00:00:00+00:00,2.5395034576832085e-06,4.103892174265891e-06
277,2026-02-16 00:00:00+00:00,2.8187930495383607e-06,4.557618272014913e-06
278,2026-02-17 00:00:00+00:00,2.4994003662885456e-06,4.048819188418457e-06
279,2026-02-18 00:00:00+00:00,2.9140282617409597e-06,4.7473603197139075e-06
280,2026-02-19 00:00:00+00:00,2.600247766555784e-06,4.246984055895756e-06
281,2026-02-20 00:00:00+00:00,2.590494368844643e-06,4.2192216093086776e-06
282,2026-02-21 00:00:00+00:00,2.673547833399254e-06,4.388253277535652e-06
283,2026-02-22 00:00:00+00:00,2.484191600303061e-06,4.099366085596742e-06
284,2026-02-23 00:00:00+00:00,2.7684691174231378e-06,4.572736152873138e-06
285,2026-02-24 00:00:00+00:00,2.3729609575703404e-06,3.925306643354529e-06
286,2026-02-25 00:00:00+00:00,2.5618111412242167e-06,4.289421920979227e-06
287,2026-02-26 00:00:00+00:00,2.4637369760291956e-06,4.25602172542682e-06
288,2026-02-27 00:00:00+00:00,2.265313529225566e-06,3.934551118639448e-06
289,2026-02-28 00:00:00+00:00,2.416525083182127e-06,4.2370894729541915e-06
290,2026-03-01 00:00:00+00:00,2.205492155048288e-06,3.879821512251713e-06
291,2026-03-02 00:00:00+00:00,2.2935805282361837e-06,4.0277671208725955e-06
292,2026-03-03 00:00:00+00:00,2.3793542869297745e-06,4.188537104913408e-06
293,2026-03-04 00:00:00+00:00,2.1870545000889447e-06,3.81202404632235e-06
294,2026-03-05 00:00:00+00:00,2.4690805783264743e-06,4.291095151109914e-06
295,2026-03-06 00:00:00+00:00,2.2167809205013024e-06,3.873077887815169e-06
296,2026-03-07 00:00:00+00:00,2.361048913374724e-06,4.144041622486292e-06
297,2026-03-08 00:00:00+00:00,2.1986634300077287e-06,3.885258109543756e-06
298,2026-03-09 00:00:00+00:00,1.8484070527662446e-06,3.256130642899293e-06
299,2026-03-10 00:00:00+00:00,1.812046985981005e-06,3.1563796790485973e-06
300,2026-03-11 00:00:00+00:00,1.8783100432945786e-06,3.2086058378292296e-06
301,2026-03-12 00:00:00+00:00,2.0596945499251717e-06,3.4644232704555197e-06
302,2026-03-13 00:00:00+00:00,1.9308553023480482e-06,3.23733069454404e-06
303,2026-03-14 00:00:00+00:00,2.005378006410903e-06,3.358083004935543e-06
304,2026-03-15 00:00:00+00:00,2.1544642098998886e-06,3.52079470667656e-06
305,2026-03-16 00:00:00+00:00,2.1348029731431955e-06,3.4846955366217355e-06
306,2026-03-17 00:00:00+00:00,2.13741730638025e-06,3.4832184332510117e-06
307,2026-03-18 00:00:00+00:00,2.004649626770604e-06,3.2350462039289393e-06
308,2026-03-19 00:00:00+00:00,2.366524825166715e-06,3.8136657266359273e-06
309,2026-03-20 00:00:00+00:00,2.232889848695158e-06,3.4641069788699606e-06
310,2026-03-21 00:00:00+00:00,2.306254361645869e-06,3.5665125202247527e-06
311,2026-03-22 00:00:00+00:00,2.445808519679942e-06,3.7593292329062646e-06
312,2026-03-23 00:00:00+00:00,2.429736545369677e-06,3.714076324794169e-06
313,2026-03-24 00:00:00+00:00,2.3591414663132754e-06,3.5916944502316904e-06
314,2026-03-25 00:00:00+00:00,2.6513414551088383e-06,3.967173722555983e-06
315,2026-03-26 00:00:00+00:00,2.414526020436578e-06,3.5875675444112745e-06
316,2026-03-27 00:00:00+00:00,2.589437145931951e-06,3.888616101830456e-06
317,2026-03-28 00:00:00+00:00,2.4305522250423964e-06,3.663067623632949e-06
318,2026-03-29 00:00:00+00:00,2.468938530627007e-06,3.731933285099126e-06
319,2026-03-30 00:00:00+00:00,2.5904230576761634e-06,3.918547878999053e-06
320,2026-03-31 00:00:00+00:00,2.40674158543544e-06,3.5907826381443542e-06
321,2026-04-01 00:00:00+00:00,2.840099862541883e-06,4.036082079534399e-06
322,2026-04-02 00:00:00+00:00,3.0027194429723477e-06,4.082906039722793e-06
323,2026-04-03 00:00:00+00:00,2.9511906089910955e-06,4.011998772272047e-06
324,2026-04-04 00:00:00+00:00,3.1793649127731422e-06,4.271402474096708e-06
325,2026-04-05 00:00:00+00:00,3.0486621657940485e-06,4.194004993935217e-06
326,2026-04-06 00:00:00+00:00,2.9247417670350423e-06,4.062361388473779e-06
327,2026-04-07 00:00:00+00:00,2.9434313129995105e-06,4.0971293987941995e-06
328,2026-04-08 00:00:00+00:00,3.003357337089576e-06,4.237233067703874e-06
329,2026-04-09 00:00:00+00:00,2.5631964627884678e-06,3.580290940663686e-06
330,2026-04-10 00:00:00+00:00,3.016486775582934e-06,4.197108093275489e-06
331,2026-04-11 00:00:00+00:00,2.8430868144089286e-06,4.044023309061432e-06
332,2026-04-12 00:00:00+00:00,2.6538492672662974e-06,3.8138713218631508e-06
333,2026-04-13 00:00:00+00:00,2.730929920993192e-06,3.985586943996429e-06
334,2026-04-14 00:00:00+00:00,2.6888881692886565e-06,3.943525246142501e-06
335,2026-04-15 00:00:00+00:00,2.4106420119018058e-06,3.5460899783709717e-06
